PASSENGERS,FREIGHT,MAIL,DISTANCE,UNIQUE_CARRIER,AIRLINE_ID,UNIQUE_CARRIER_NAME,UNIQUE_CARRIER_ENTITY,REGION,CARRIER,CARRIER_NAME,CARRIER_GROUP,CARRIER_GROUP_NEW,ORIGIN_AIRPORT_ID,ORIGIN_AIRPORT_SEQ_ID,ORIGIN_CITY_MARKET_ID,ORIGIN,ORIGIN_CITY_NAME,ORIGIN_STATE_ABR,ORIGIN_STATE_FIPS,ORIGIN_STATE_NM,ORIGIN_WAC,DEST_AIRPORT_ID,DEST_AIRPORT_SEQ_ID,DEST_CITY_MARKET_ID,DEST,DEST_CITY_NAME,DEST_STATE_ABR,DEST_STATE_FIPS,DEST_STATE_NM,DEST_WAC,YEAR,QUARTER,MONTH,DISTANCE_GROUP,CLASS
866.00,0.00,0.00,284.00,OO,20304,SkyWest Airlines Inc.,06700,D,OO,SkyWest Airlines Inc.,3,3,11898,1189802,31898,GFK,"Grand Forks, ND",ND,38,North Dakota,66,13487,1348702,31650,MSP,"Minneapolis, MN",MN,27,Minnesota,63,2025,1,1,1,F
866.00,0.00,0.00,1077.00,MX,22080,Breeze Aviation Group DBA  Breeze,01268,D,MX,Breeze Aviation Group DBA  Breeze,2,2,14635,1463502,31714,RSW,"Fort Myers, FL",FL,12,Florida,33,10434,1043405,30434,AVP,"Scranton/Wilkes-Barre, PA",PA,42,Pennsylvania,23,2025,1,1,3,F
866.00,0.00,0.00,1547.00,NK,20416,Spirit Air Lines,06830,D,NK,Spirit Air Lines,3,3,10397,1039707,30397,ATL,"Atlanta, GA",GA,13,Georgia,34,14843,1484306,34819,SJU,"San Juan, PR",PR,72,Puerto Rico,3,2025,1,1,4,F
866.00,50.00,0.00,584.00,PT,20427,Piedmont Airlines,06918,D,PT,Piedmont Airlines,2,2,10599,1059904,30599,BHM,"Birmingham, AL",AL,01,Alabama,51,13930,1393008,30977,ORD,"Chicago, IL",IL,17,Illinois,41,2025,1,1,2,F
867.00,207.00,0.00,453.00,PT,20427,Piedmont Airlines,06918,D,PT,Piedmont Airlines,2,2,14100,1410005,34100,PHL,"Philadelphia, PA",PA,42,Pennsylvania,23,11433,1143302,31295,DTW,"Detroit, MI",MI,26,Michigan,43,2025,1,1,1,F
868.00,0.00,0.00,156.00,OO,20304,SkyWest Airlines Inc.,06700,D,OO,SkyWest Airlines Inc.,3,3,13930,1393008,30977,ORD,"Chicago, IL",IL,17,Illinois,41,11288,1128802,31288,DEC,"Decatur, IL",IL,17,Illinois,41,2025,1,1,1,F
869.00,0.00,0.00,437.00,OO,20304,SkyWest Airlines Inc.,06700,D,OO,SkyWest Airlines Inc.,3,3,10713,1071302,30713,BOI,"Boise, ID",ID,16,Idaho,83,14893,1489302,33192,SMF,"Sacramento, CA",CA,06,California,91,2025,1,1,1,F
869.00,0.00,0.00,612.00,OO,20304,SkyWest Airlines Inc.,06700,D,OO,SkyWest Airlines Inc.,3,3,11278,1127805,30852,DCA,"Washington, DC",VA,51,Virginia,38,13930,1393008,30977,ORD,"Chicago, IL",IL,17,Illinois,41,2025,1,1,2,F
869.00,0.00,0.00,909.00,MX,22080,Breeze Aviation Group DBA  Breeze,01268,D,MX,Breeze Aviation Group DBA  Breeze,2,2,10994,1099402,30994,CHS,"Charleston, SC",SC,45,South Carolina,37,14321,1432105,34321,PWM,"Portland, ME",ME,23,Maine,12,2025,1,1,2,F
870.00,0.00,0.00,292.00,G4,20368,Allegiant Air,06035,D,G4,Allegiant Air,3,3,11624,1162403,31624,EYW,"Key West, FL",FL,12,Florida,33,14761,1476107,34761,SFB,"Sanford, FL",FL,12,Florida,33,2025,1,1,1,F
870.00,0.00,0.00,724.00,G4,20368,Allegiant Air,06035,D,G4,Allegiant Air,3,3,12451,1245102,31136,JAX,"Jacksonville, FL",FL,12,Florida,33,13230,1323002,32070,MDT,"Harrisburg, PA",PA,42,Pennsylvania,23,2025,1,1,2,F
870.00,0.00,0.00,1019.00,MX,22080,Breeze Aviation Group DBA  Breeze,01268,D,MX,Breeze Aviation Group DBA  Breeze,2,2,15070,1507003,31703,SWF,"Newburgh/Poughkeepsie, NY",NY,36,New York,22,15628,1562805,35628,VRB,"Vero Beach, FL",FL,12,Florida,33,2025,1,1,3,F
870.00,0.00,0.00,1214.00,F9,20436,Frontier Airlines Inc.,06460,D,F9,Frontier Airlines Inc.,3,3,14321,1432105,34321,PWM,"Portland, ME",ME,23,Maine,12,13204,1320402,31454,MCO,"Orlando, FL",FL,12,Florida,33,2025,1,1,3,F
870.00,274.00,0.00,2288.00,AS,19930,Alaska Airlines Inc.,06031,D,AS,Alaska Airlines Inc.,3,3,12892,1289208,32575,LAX,"Los Angeles, CA",CA,06,California,91,12264,1226402,30852,IAD,"Washington, DC",VA,51,Virginia,38,2025,1,1,5,F
870.00,1406.00,0.00,803.00,WN,19393,Southwest Airlines Co.,06725,D,WN,Southwest Airlines Co.,3,3,14730,1473004,33044,SDF,"Louisville, KY",KY,21,Kentucky,52,12191,1219103,31453,HOU,"Houston, TX",TX,48,Texas,74,2025,1,1,2,F
871.00,0.00,0.00,760.00,MX,22080,Breeze Aviation Group DBA  Breeze,01268,D,MX,Breeze Aviation Group DBA  Breeze,2,2,14524,1452401,34524,RIC,"Richmond, VA",VA,51,Virginia,38,14986,1498603,34986,SRQ,"Sarasota/Bradenton, FL",FL,12,Florida,33,2025,1,1,2,F
871.00,0.00,0.00,1531.00,WN,19393,Southwest Airlines Co.,06725,D,WN,Southwest Airlines Co.,3,3,14986,1498603,34986,SRQ,"Sarasota/Bradenton, FL",FL,12,Florida,33,11292,1129202,30325,DEN,"Denver, CO",CO,08,Colorado,82,2025,1,1,4,F
871.00,486.00,0.00,787.00,WN,19393,Southwest Airlines Co.,06725,D,WN,Southwest Airlines Co.,3,3,10821,1082106,30852,BWI,"Baltimore, MD",MD,24,Maryland,35,13244,1324402,33244,MEM,"Memphis, TN",TN,47,Tennessee,54,2025,1,1,2,F
872.00,0.00,0.00,179.00,KG,21879,Key Lime Air Corp dba Denver Air Connection,01228,D,KG,Key Lime Air Corp dba Denver Air Connection,1,6,11292,1129202,30325,DEN,"Denver, CO",CO,08,Colorado,82,10272,1027205,30272,ALS,"Alamosa, CO",CO,08,Colorado,82,2025,1,1,1,F
872.00,0.00,0.00,519.00,MX,22080,Breeze Aviation Group DBA  Breeze,01268,D,MX,Breeze Aviation Group DBA  Breeze,2,2,14492,1449202,34492,RDU,"Raleigh/Durham, NC",NC,37,North Carolina,36,15096,1509602,35096,SYR,"Syracuse, NY",NY,36,New York,22,2025,1,1,2,F
872.00,1835.00,0.00,1166.00,WN,19393,Southwest Airlines Co.,06725,D,WN,Southwest Airlines Co.,3,3,11697,1169706,32467,FLL,"Fort Lauderdale, FL",FL,12,Florida,33,10792,1079206,30792,BUF,"Buffalo, NY",NY,36,New York,22,2025,1,1,3,F
873.00,0.00,0.00,776.00,G4,20368,Allegiant Air,06035,D,G4,Allegiant Air,3,3,14908,1490803,32575,SNA,"Santa Ana, CA",CA,06,California,91,11603,1160302,31603,EUG,"Eugene, OR",OR,41,Oregon,92,2025,1,1,2,F
873.00,0.00,0.00,1565.00,F9,20436,Frontier Airlines Inc.,06460,D,F9,Frontier Airlines Inc.,3,3,10821,1082106,30852,BWI,"Baltimore, MD",MD,24,Maryland,35,14843,1484306,34819,SJU,"San Juan, PR",PR,72,Puerto Rico,3,2025,1,1,4,F
874.00,0.00,0.00,539.00,OH,20397,PSA Airlines Inc.,07028,D,OH,PSA Airlines Inc.,2,2,13422,1342202,30562,MOB,"Mobile, AL",AL,01,Alabama,51,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,2025,1,1,2,F
874.00,0.00,0.00,551.00,MX,22080,Breeze Aviation Group DBA  Breeze,01268,D,MX,Breeze Aviation Group DBA  Breeze,2,2,13204,1320402,31454,MCO,"Orlando, FL",FL,12,Florida,33,13495,1349505,33495,MSY,"New Orleans, LA",LA,22,Louisiana,72,2025,1,1,2,F
874.00,0.00,0.00,600.00,XP,20207,TEM Enterprises dba  Avelo Airlines,06144,D,XP,TEM Enterprises dba  Avelo Airlines,2,2,12323,1232305,32323,ILM,"Wilmington, NC",NC,37,North Carolina,36,10529,1052907,30529,BDL,"Hartford, CT",CT,09,Connecticut,11,2025,1,1,2,F
874.00,0.00,0.00,1322.00,G4,20368,Allegiant Air,06035,D,G4,Allegiant Air,3,3,11697,1169706,32467,FLL,"Fort Lauderdale, FL",FL,12,Florida,33,15380,1538005,35380,TVC,"Traverse City, MI",MI,26,Michigan,43,2025,1,1,3,F
874.00,153.00,0.00,623.00,UA,19977,United Air Lines Inc.,0A875,D,UA,United Air Lines Inc.,3,3,12003,1200305,31895,GTF,"Great Falls, MT",MT,30,Montana,84,11292,1129202,30325,DEN,"Denver, CO",CO,08,Colorado,82,2025,1,1,2,F
874.00,330.00,0.00,1931.00,WN,19393,Southwest Airlines Co.,06725,D,WN,Southwest Airlines Co.,3,3,14869,1486903,34614,SLC,"Salt Lake City, UT",UT,49,Utah,87,13204,1320402,31454,MCO,"Orlando, FL",FL,12,Florida,33,2025,1,1,4,F
875.00,0.00,0.00,258.00,QX,19687,Horizon Air,06580,D,QX,Horizon Air,2,2,14679,1467903,33570,SAN,"San Diego, CA",CA,06,California,91,12889,1288904,32211,LAS,"Las Vegas, NV",NV,32,Nevada,85,2025,1,1,1,F
875.00,0.00,0.00,501.00,OO,20304,SkyWest Airlines Inc.,06700,D,OO,SkyWest Airlines Inc.,3,3,12177,1217705,32177,HOB,"Hobbs, NM",NM,35,New Mexico,86,11292,1129202,30325,DEN,"Denver, CO",CO,08,Colorado,82,2025,1,1,2,F
875.00,0.00,0.00,721.00,F9,20436,Frontier Airlines Inc.,06460,D,F9,Frontier Airlines Inc.,3,3,11503,1150305,31503,EGE,"Eagle, CO",CO,08,Colorado,82,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,2025,1,1,2,F
876.00,2079.00,58.00,548.00,AS,19930,Alaska Airlines Inc.,06031,D,AS,Alaska Airlines Inc.,3,3,13970,1397005,33970,OTZ,"Kotzebue, AK",AK,02,Alaska,1,10299,1029906,30299,ANC,"Anchorage, AK",AK,02,Alaska,1,2025,1,1,2,F
877.00,0.00,0.00,383.00,OO,20304,SkyWest Airlines Inc.,06700,D,OO,SkyWest Airlines Inc.,3,3,14877,1487706,34877,SLN,"Salina, KS",KS,20,Kansas,62,11292,1129202,30325,DEN,"Denver, CO",CO,08,Colorado,82,2025,1,1,1,F
877.00,0.00,0.00,843.00,G4,20368,Allegiant Air,06035,D,G4,Allegiant Air,3,3,12889,1288904,32211,LAS,"Las Vegas, NV",NV,32,Nevada,85,14457,1445702,34457,RAP,"Rapid City, SD",SD,46,South Dakota,67,2025,1,1,2,F
878.00,0.00,0.00,523.00,PT,20427,Piedmont Airlines,06918,D,PT,Piedmont Airlines,2,2,10868,1086803,30868,CAE,"Columbia, SC",SC,45,South Carolina,37,14100,1410005,34100,PHL,"Philadelphia, PA",PA,42,Pennsylvania,23,2025,1,1,2,F
878.00,6.00,0.00,130.00,MQ,20398,Envoy Air,06820,D,MQ,Envoy Air,3,3,13930,1393008,30977,ORD,"Chicago, IL",IL,17,Illinois,41,14108,1410803,34108,PIA,"Peoria, IL",IL,17,Illinois,41,2025,1,1,1,F
879.00,0.00,0.00,237.00,2JQ,21718,Delux Public Charter LLC,01202,D,2JQ,Delux Public Charter LLC,1,6,11041,1104103,31041,CLD,"Carlsbad, CA",CA,06,California,91,12889,1288904,32211,LAS,"Las Vegas, NV",NV,32,Nevada,85,2025,1,1,1,L
879.00,0.00,0.00,1250.00,MX,22080,Breeze Aviation Group DBA  Breeze,01268,D,MX,Breeze Aviation Group DBA  Breeze,2,2,10785,1078502,30785,BTV,"Burlington, VT",VT,50,Vermont,16,15304,1530402,33195,TPA,"Tampa, FL",FL,12,Florida,33,2025,1,1,3,F
879.00,0.00,0.00,1399.00,SY,20422,Sun Country Airlines d/b/a MN Airlines,06795,D,SY,Sun Country Airlines d/b/a MN Airlines,3,3,14747,1474703,30559,SEA,"Seattle, WA",WA,53,Washington,93,13487,1348702,31650,MSP,"Minneapolis, MN",MN,27,Minnesota,63,2025,1,1,3,F
879.00,6620.00,0.00,548.00,QX,19687,Horizon Air,06580,D,QX,Horizon Air,2,2,10299,1029906,30299,ANC,"Anchorage, AK",AK,02,Alaska,1,13970,1397005,33970,OTZ,"Kotzebue, AK",AK,02,Alaska,1,2025,1,1,2,F
880.00,0.00,0.00,157.00,C5,20445,CommuteAir LLC dba CommuteAir,06944,D,C5,CommuteAir LLC dba CommuteAir,2,2,13931,1393102,33667,ORF,"Norfolk, VA",VA,51,Virginia,38,12264,1226402,30852,IAD,"Washington, DC",VA,51,Virginia,38,2025,1,1,1,F
880.00,0.00,0.00,1231.00,9E,20363,Endeavor Air Inc.,07024,D,9E,Endeavor Air Inc.,2,2,15370,1537002,34653,TUL,"Tulsa, OK",OK,40,Oklahoma,73,12953,1295304,31703,LGA,"New York, NY",NY,36,New York,22,2025,1,1,3,F
880.00,413.00,0.00,313.00,AA,19805,American Airlines Inc.,0A050,D,AA,American Airlines Inc.,3,3,10529,1052907,30529,BDL,"Hartford, CT",CT,09,Connecticut,11,11278,1127805,30852,DCA,"Washington, DC",VA,51,Virginia,38,2025,1,1,1,F
881.00,0.00,0.00,554.00,OO,20304,SkyWest Airlines Inc.,06700,D,OO,SkyWest Airlines Inc.,3,3,12217,1221702,30255,HSV,"Huntsville, AL",AL,01,Alabama,51,11433,1143302,31295,DTW,"Detroit, MI",MI,26,Michigan,43,2025,1,1,2,F
882.00,0.00,0.00,625.00,MX,22080,Breeze Aviation Group DBA  Breeze,01268,D,MX,Breeze Aviation Group DBA  Breeze,2,2,14986,1498603,34986,SRQ,"Sarasota/Bradenton, FL",FL,12,Florida,33,14492,1449202,34492,RDU,"Raleigh/Durham, NC",NC,37,North Carolina,36,2025,1,1,2,F
882.00,0.00,0.00,689.00,F9,20436,Frontier Airlines Inc.,06460,D,F9,Frontier Airlines Inc.,3,3,14747,1474703,30559,SEA,"Seattle, WA",WA,53,Washington,93,14869,1486903,34614,SLC,"Salt Lake City, UT",UT,49,Utah,87,2025,1,1,2,F
883.00,0.00,0.00,306.00,9E,20363,Endeavor Air Inc.,07024,D,9E,Endeavor Air Inc.,2,2,11995,1199502,31995,GSO,"Greensboro/High Point, NC",NC,37,North Carolina,36,10397,1039707,30397,ATL,"Atlanta, GA",GA,13,Georgia,34,2025,1,1,1,F
883.00,363.00,0.00,775.00,AS,19930,Alaska Airlines Inc.,06031,D,AS,Alaska Airlines Inc.,3,3,10299,1029906,30299,ANC,"Anchorage, AK",AK,02,Alaska,1,12819,1281902,31401,KTN,"Ketchikan, AK",AK,02,Alaska,1,2025,1,1,2,F
884.00,,0.00,283.00,YV,20378,Mesa Airlines Inc.,06689,D,YV,Mesa Airlines Inc.,2,2,10792,1079206,30792,BUF,"Buffalo, NY",NY,36,New York,22,12264,1226402,30852,IAD,"Washington, DC",VA,51,Virginia,38,2025,1,1,1,F
884.00,0.00,0.00,328.00,MX,22080,Breeze Aviation Group DBA  Breeze,01268,D,MX,Breeze Aviation Group DBA  Breeze,2,2,14122,1412202,30198,PIT,"Pittsburgh, PA",PA,42,Pennsylvania,23,14492,1449202,34492,RDU,"Raleigh/Durham, NC",NC,37,North Carolina,36,2025,1,1,1,F
885.00,0.00,0.00,782.00,G4,20368,Allegiant Air,06035,D,G4,Allegiant Air,3,3,13232,1323202,30977,MDW,"Chicago, IL",IL,17,Illinois,41,15624,1562404,31504,VPS,"Valparaiso, FL",FL,12,Florida,33,2025,1,1,2,F
885.00,0.00,0.00,943.00,MX,22080,Breeze Aviation Group DBA  Breeze,01268,D,MX,Breeze Aviation Group DBA  Breeze,2,2,13204,1320402,31454,MCO,"Orlando, FL",FL,12,Florida,33,11577,1157706,31577,ERI,"Erie, PA",PA,42,Pennsylvania,23,2025,1,1,2,F
886.00,0.00,0.00,429.00,MX,22080,Breeze Aviation Group DBA  Breeze,01268,D,MX,Breeze Aviation Group DBA  Breeze,2,2,11973,1197302,31973,GPT,"Gulfport/Biloxi, MS",MS,28,Mississippi,53,15304,1530402,33195,TPA,"Tampa, FL",FL,12,Florida,33,2025,1,1,1,F
886.00,0.00,0.00,732.00,XP,20207,TEM Enterprises dba  Avelo Airlines,06144,D,XP,TEM Enterprises dba  Avelo Airlines,2,2,11603,1160302,31603,EUG,"Eugene, OR",OR,41,Oregon,92,10800,1080003,32575,BUR,"Burbank, CA",CA,06,California,91,2025,1,1,2,F
886.00,0.00,0.00,748.00,YX,20452,Republic Airline,06003,D,YX,Republic Airline,3,3,11618,1161802,31703,EWR,"Newark, NJ",NJ,34,New Jersey,21,10693,1069302,30693,BNA,"Nashville, TN",TN,47,Tennessee,54,2025,1,1,2,F
887.00,0.00,0.00,724.00,G4,20368,Allegiant Air,06035,D,G4,Allegiant Air,3,3,13230,1323002,32070,MDT,"Harrisburg, PA",PA,42,Pennsylvania,23,12451,1245102,31136,JAX,"Jacksonville, FL",FL,12,Florida,33,2025,1,1,2,F
887.00,0.00,0.00,833.00,XP,20207,TEM Enterprises dba  Avelo Airlines,06144,D,XP,TEM Enterprises dba  Avelo Airlines,2,2,14252,1425203,34252,PSC,"Pasco/Kennewick/Richland, WA",WA,53,Washington,93,10800,1080003,32575,BUR,"Burbank, CA",CA,06,California,91,2025,1,1,2,F
887.00,0.00,0.00,1013.00,MQ,20398,Envoy Air,06820,D,MQ,Envoy Air,3,3,14122,1412202,30198,PIT,"Pittsburgh, PA",PA,42,Pennsylvania,23,13303,1330303,32467,MIA,"Miami, FL",FL,12,Florida,33,2025,1,1,3,F
887.00,0.00,0.00,1531.00,WN,19393,Southwest Airlines Co.,06725,D,WN,Southwest Airlines Co.,3,3,11292,1129202,30325,DEN,"Denver, CO",CO,08,Colorado,82,14986,1498603,34986,SRQ,"Sarasota/Bradenton, FL",FL,12,Florida,33,2025,1,1,4,F
887.00,0.00,0.00,2355.00,WN,19393,Southwest Airlines Co.,06725,D,WN,Southwest Airlines Co.,3,3,14831,1483106,32457,SJC,"San Jose, CA",CA,06,California,91,13830,1383002,33830,OGG,"Kahului, HI",HI,15,Hawaii,2,2025,1,1,5,F
887.00,290.00,0.00,585.00,MQ,20398,Envoy Air,06820,D,MQ,Envoy Air,3,3,13930,1393008,30977,ORD,"Chicago, IL",IL,17,Illinois,41,15370,1537002,34653,TUL,"Tulsa, OK",OK,40,Oklahoma,73,2025,1,1,2,F
888.00,0.00,0.00,310.00,G4,20368,Allegiant Air,06035,D,G4,Allegiant Air,3,3,14905,1490505,34905,SMX,"Santa Maria, CA",CA,06,California,91,12889,1288904,32211,LAS,"Las Vegas, NV",NV,32,Nevada,85,2025,1,1,1,F
888.00,0.00,0.00,478.00,XP,20207,TEM Enterprises dba  Avelo Airlines,06144,D,XP,TEM Enterprises dba  Avelo Airlines,2,2,14262,1426204,34262,PSP,"Palm Springs, CA",CA,06,California,91,15023,1502305,34433,STS,"Santa Rosa, CA",CA,06,California,91,2025,1,1,1,F
888.00,0.00,0.00,1271.00,MX,22080,Breeze Aviation Group DBA  Breeze,01268,D,MX,Breeze Aviation Group DBA  Breeze,2,2,13296,1329605,30721,MHT,"Manchester, NH",NH,33,New Hampshire,14,14635,1463502,31714,RSW,"Fort Myers, FL",FL,12,Florida,33,2025,1,1,3,F
888.00,200.00,0.00,606.00,AA,19805,American Airlines Inc.,0A050,D,AA,American Airlines Inc.,3,3,10397,1039707,30397,ATL,"Atlanta, GA",GA,13,Georgia,34,13930,1393008,30977,ORD,"Chicago, IL",IL,17,Illinois,41,2025,1,1,2,F
889.00,0.00,0.00,299.00,G7,20500,GoJet Airlines LLC d/b/a United Express,07041,D,G7,GoJet Airlines LLC d/b/a United Express,2,2,13930,1393008,30977,ORD,"Chicago, IL",IL,17,Illinois,41,11423,1142308,31423,DSM,"Des Moines, IA",IA,19,Iowa,61,2025,1,1,1,F
890.00,0.00,0.00,781.00,OO,20304,SkyWest Airlines Inc.,06700,D,OO,SkyWest Airlines Inc.,3,3,13871,1387102,33316,OMA,"Omaha, NE",NE,31,Nebraska,65,12266,1226603,31453,IAH,"Houston, TX",TX,48,Texas,74,2025,1,1,2,F
890.00,0.00,0.00,1247.00,N8,20405,National Air Cargo Group Inc d/ba National Airlines,07029,D,N8,National Air Cargo Group Inc d/ba National Airlines,2,2,11540,1154005,30615,ELP,"El Paso, TX",TX,48,Texas,74,14730,1473004,33044,SDF,"Louisville, KY",KY,21,Kentucky,52,2025,1,1,3,L
890.00,1.00,0.00,706.00,WN,19393,Southwest Airlines Co.,06725,D,WN,Southwest Airlines Co.,3,3,13198,1319801,33198,MCI,"Kansas City, MO",MO,29,Missouri,64,14683,1468305,33214,SAT,"San Antonio, TX",TX,48,Texas,74,2025,1,1,2,F
890.00,1117.00,0.00,117.00,7H,20327,NEW PACIFIC AIRLINES,06989,D,7H,NEW PACIFIC AIRLINES,1,5,12184,1218405,30009,HOM,"Homer, AK",AK,02,Alaska,1,10299,1029906,30299,ANC,"Anchorage, AK",AK,02,Alaska,1,2025,1,1,1,F
891.00,0.00,0.00,290.00,XP,20207,TEM Enterprises dba  Avelo Airlines,06144,D,XP,TEM Enterprises dba  Avelo Airlines,2,2,12264,1226402,30852,IAD,"Washington, DC",VA,51,Virginia,38,12244,1224404,32244,HVN,"New Haven, CT",CT,09,Connecticut,11,2025,1,1,1,F
891.00,0.00,0.00,299.00,G7,20500,GoJet Airlines LLC d/b/a United Express,07041,D,G7,GoJet Airlines LLC d/b/a United Express,2,2,11423,1142308,31423,DSM,"Des Moines, IA",IA,19,Iowa,61,13930,1393008,30977,ORD,"Chicago, IL",IL,17,Illinois,41,2025,1,1,1,F
891.00,0.00,0.00,779.00,XP,20207,TEM Enterprises dba  Avelo Airlines,06144,D,XP,TEM Enterprises dba  Avelo Airlines,2,2,14871,1487102,34871,SLE,"Salem, OR",OR,41,Oregon,92,10800,1080003,32575,BUR,"Burbank, CA",CA,06,California,91,2025,1,1,2,F
892.00,0.00,0.00,850.00,F9,20436,Frontier Airlines Inc.,06460,D,F9,Frontier Airlines Inc.,3,3,10800,1080003,32575,BUR,"Burbank, CA",CA,06,California,91,11292,1129202,30325,DEN,"Denver, CO",CO,08,Colorado,82,2025,1,1,2,F
893.00,,0.00,182.00,YV,20378,Mesa Airlines Inc.,06689,D,YV,Mesa Airlines Inc.,2,2,12264,1226402,30852,IAD,"Washington, DC",VA,51,Virginia,38,14122,1412202,30198,PIT,"Pittsburgh, PA",PA,42,Pennsylvania,23,2025,1,1,1,F
893.00,0.00,0.00,456.00,LF,21635,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,01189,D,LF,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,1,6,11057,1105703,31057,CLT,"Charlotte, NC",NC,37,North Carolina,36,14006,1400602,34006,PAH,"Paducah, KY",KY,21,Kentucky,52,2025,1,1,1,F
893.00,0.00,0.00,456.00,LF,21635,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,01189,D,LF,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,1,6,14006,1400602,34006,PAH,"Paducah, KY",KY,21,Kentucky,52,11057,1105703,31057,CLT,"Charlotte, NC",NC,37,North Carolina,36,2025,1,1,1,F
893.00,0.00,0.00,513.00,OO,20304,SkyWest Airlines Inc.,06700,D,OO,SkyWest Airlines Inc.,3,3,14107,1410702,30466,PHX,"Phoenix, AZ",AZ,04,Arizona,81,11503,1150305,31503,EGE,"Eagle, CO",CO,08,Colorado,82,2025,1,1,2,F
894.00,0.00,0.00,412.00,OO,20304,SkyWest Airlines Inc.,06700,D,OO,SkyWest Airlines Inc.,3,3,14771,1477104,32457,SFO,"San Francisco, CA",CA,06,California,91,13964,1396403,33964,OTH,"North Bend/Coos Bay, OR",OR,41,Oregon,92,2025,1,1,1,F
894.00,0.00,0.00,559.00,OO,20304,SkyWest Airlines Inc.,06700,D,OO,SkyWest Airlines Inc.,3,3,13930,1393008,30977,ORD,"Chicago, IL",IL,17,Illinois,41,14877,1487706,34877,SLN,"Salina, KS",KS,20,Kansas,62,2025,1,1,2,F
894.00,0.00,0.00,656.00,WN,19393,Southwest Airlines Co.,06725,D,WN,Southwest Airlines Co.,3,3,10713,1071302,30713,BOI,"Boise, ID",ID,16,Idaho,83,10800,1080003,32575,BUR,"Burbank, CA",CA,06,California,91,2025,1,1,2,F
895.00,0.00,0.00,375.00,G4,20368,Allegiant Air,06035,D,G4,Allegiant Air,3,3,13476,1347605,34922,MRY,"Monterey, CA",CA,06,California,91,12889,1288904,32211,LAS,"Las Vegas, NV",NV,32,Nevada,85,2025,1,1,1,F
895.00,0.00,0.00,1104.00,MX,22080,Breeze Aviation Group DBA  Breeze,01268,D,MX,Breeze Aviation Group DBA  Breeze,2,2,15304,1530402,33195,TPA,"Tampa, FL",FL,12,Florida,33,15096,1509602,35096,SYR,"Syracuse, NY",NY,36,New York,22,2025,1,1,3,F
896.00,0.00,0.00,179.00,KG,21879,Key Lime Air Corp dba Denver Air Connection,01228,D,KG,Key Lime Air Corp dba Denver Air Connection,1,6,10272,1027205,30272,ALS,"Alamosa, CO",CO,08,Colorado,82,11292,1129202,30325,DEN,"Denver, CO",CO,08,Colorado,82,2025,1,1,1,F
898.00,0.00,0.00,123.00,OO,20304,SkyWest Airlines Inc.,06700,D,OO,SkyWest Airlines Inc.,3,3,12266,1226603,31453,IAH,"Houston, TX",TX,48,Texas,74,15569,1556903,35569,VCT,"Victoria, TX",TX,48,Texas,74,2025,1,1,1,F
898.00,368.00,0.00,1243.00,WN,19393,Southwest Airlines Co.,06725,D,WN,Southwest Airlines Co.,3,3,13342,1334207,33342,MKE,"Milwaukee, WI",WI,55,Wisconsin,45,11697,1169706,32467,FLL,"Fort Lauderdale, FL",FL,12,Florida,33,2025,1,1,3,F
899.00,0.00,0.00,237.00,2JQ,21718,Delux Public Charter LLC,01202,D,2JQ,Delux Public Charter LLC,1,6,12889,1288904,32211,LAS,"Las Vegas, NV",NV,32,Nevada,85,11041,1104103,31041,CLD,"Carlsbad, CA",CA,06,California,91,2025,1,1,1,L
899.00,0.00,0.00,1587.00,NK,20416,Spirit Air Lines,06830,D,NK,Spirit Air Lines,3,3,10693,1069302,30693,BNA,"Nashville, TN",TN,47,Tennessee,54,12889,1288904,32211,LAS,"Las Vegas, NV",NV,32,Nevada,85,2025,1,1,4,F
900.00,0.00,0.00,205.00,OO,20304,SkyWest Airlines Inc.,06700,D,OO,SkyWest Airlines Inc.,3,3,14869,1486903,34614,SLC,"Salt Lake City, UT",UT,49,Utah,87,12441,1244102,32441,JAC,"Jackson, WY",WY,56,Wyoming,88,2025,1,1,1,F
900.00,0.00,0.00,390.00,G4,20368,Allegiant Air,06035,D,G4,Allegiant Air,3,3,12451,1245102,31136,JAX,"Jacksonville, FL",FL,12,Florida,33,15412,1541206,35412,TYS,"Knoxville, TN",TN,47,Tennessee,54,2025,1,1,1,F
900.00,0.00,0.00,751.00,MX,22080,Breeze Aviation Group DBA  Breeze,01268,D,MX,Breeze Aviation Group DBA  Breeze,2,2,11996,1199603,31871,GSP,"Greer, SC",SC,45,South Carolina,37,14307,1430706,30721,PVD,"Providence, RI",RI,44,Rhode Island,15,2025,1,1,2,F
900.00,86.00,0.00,2194.00,AS,19930,Alaska Airlines Inc.,06031,D,AS,Alaska Airlines Inc.,3,3,13204,1320402,31454,MCO,"Orlando, FL",FL,12,Florida,33,10713,1071302,30713,BOI,"Boise, ID",ID,16,Idaho,83,2025,1,1,5,F
